Gene stable ID,WikiGene name
ENSMMUG00000011317,RAB3A
ENSMMUG00000020942,LGR5
ENSMMUG00000019328,TSKS
ENSMMUG00000020642,CWC22
ENSMMUG00000018704,MECP2
ENSMMUG00000013040,PLEKHA1
ENSMMUG00000018791,MOCOS
ENSMMUG00000018778,MRPL49
ENSMMUG00000014368,POLR2G
ENSMMUG00000022296,TFPT
ENSMMUG00000019015,HECW1
ENSMMUG00000015436,LRRC4
ENSMMUG00000017534,IFIT5
ENSMMUG00000011499,NAGPA
ENSMMUG00000021029,RCBTB1
ENSMMUG00000006578,KDSR
ENSMMUG00000021538,FLT1
ENSMMUG00000056768,KCNJ2
ENSMMUG00000010592,ADD2
ENSMMUG00000016037,BANF2
ENSMMUG00000002337,AQR
ENSMMUG00000021911,TADA2A
ENSMMUG00000003102,ALDH18A1
ENSMMUG00000016032,BCKDK
ENSMMUG00000001646,FBXW2
ENSMMUG00000028751,ZNF155
ENSMMUG00000028751,ZNF230
ENSMMUG00000008237,PGS1
ENSMMUG00000007740,DNAJA1
ENSMMUG00000010105,HERC4
ENSMMUG00000022498,FMNL3
ENSMMUG00000005266,NLRP7
ENSMMUG00000011376,GPC5
ENSMMUG00000020372,SDR42E1
ENSMMUG00000005878,PTPRA
ENSMMUG00000021329,NAV3
ENSMMUG00000054421,RASSF7
ENSMMUG00000007428,GAS6
ENSMMUG00000001609,OSMR
ENSMMUG00000019285,ZNF460
ENSMMUG00000017535,SLC16A12
ENSMMUG00000022680,A2ML1
ENSMMUG00000018335,EBP
ENSMMUG00000018335,TBC1D25
ENSMMUG00000018776,FAU
ENSMMUG00000005687,PEX13
ENSMMUG00000022655,WRN
ENSMMUG00000009246,IL18RAP
ENSMMUG00000030964,RAB6A
ENSMMUG00000010014,WSCD1
ENSMMUG00000000914,CCNG2
ENSMMUG00000015572,GSG1L
ENSMMUG00000007696,PDIA5
ENSMMUG00000005622,DNAH7
ENSMMUG00000012683,BBOF1
ENSMMUG00000007405,FKBP4
ENSMMUG00000021096,CEP131
ENSMMUG00000009199,PYGB
ENSMMUG00000009199,ENTPD6
ENSMMUG00000021412,RNF128
ENSMMUG00000047336,PJA1
ENSMMUG00000000043,ORC4
ENSMMUG00000042532,LEUTX
ENSMMUG00000005322,LEP
ENSMMUG00000059194,BCL2
ENSMMUG00000008600,ZNF521
ENSMMUG00000011612,AP2A1
ENSMMUG00000019286,ZNF543
ENSMMUG00000005790,TRIM25
ENSMMUG00000005790,COIL
ENSMMUG00000002201,ABCC12
ENSMMUG00000010196,CCNT2
ENSMMUG00000007679,RPP38
ENSMMUG00000037580,HSD17B2
ENSMMUG00000018784,SLC39A6
ENSMMUG00000005377,USP22
ENSMMUG00000005637,CEP112
ENSMMUG00000018334,SMAD4
ENSMMUG00000002357,CEMIP2
ENSMMUG00000008480,SPA17
ENSMMUG00000002709,GPRC5B
ENSMMUG00000010780,PANK1
ENSMMUG00000021163,CNTN1
ENSMMUG00000013626,SLC5A1
ENSMMUG00000000807,TRMU
ENSMMUG00000007680,NMT2
ENSMMUG00000010235,RFC5
ENSMMUG00000011638,PKP4
ENSMMUG00000063176,MRPS35
ENSMMUG00000018775,ZNHIT2
ENSMMUG00000022726,DYRK1B
ENSMMUG00000013635,CLCN4
ENSMMUG00000001611,RICTOR
ENSMMUG00000021286,COL3A1
ENSMMUG00000018018,NUP85
ENSMMUG00000015885,MEGF9
ENSMMUG00000022575,MPHOSPH6
ENSMMUG00000004164,SLC9A4
ENSMMUG00000018773,TM7SF2
ENSMMUG00000019284,ZNF304
ENSMMUG00000005091,NRBP1
ENSMMUG00000012666,CARS2
ENSMMUG00000006371,KLK1
ENSMMUG00000001176,SPART
ENSMMUG00000031834,COQ10A
ENSMMUG00000007250,RBM28
ENSMMUG00000011766,ARL11
ENSMMUG00000056054,ZBTB3
ENSMMUG00000060300,MRPL48
ENSMMUG00000007234,ATP11C
ENSMMUG00000021866,DNASE1
ENSMMUG00000014611,CENPJ
ENSMMUG00000008481,NRGN
ENSMMUG00000003439,NFIC
ENSMMUG00000003103,TCTN3
ENSMMUG00000006420,NBEAL1
ENSMMUG00000012684,ALDH6A1
ENSMMUG00000039671,TTC9C
ENSMMUG00000005145,PHLPP1
ENSMMUG00000000386,ATG4C
ENSMMUG00000056637,HTRA1
ENSMMUG00000003898,RXFP2
ENSMMUG00000013786,DSTN
ENSMMUG00000006253,ADCY6
ENSMMUG00000008136,GTSE1
ENSMMUG00000014047,BMX
ENSMMUG00000017548,LPIN2
ENSMMUG00000010591,TGFA
ENSMMUG00000042378,PEAK1
ENSMMUG00000007411,ITFG2
ENSMMUG00000015842,TRIP12
ENSMMUG00000055423,FGF22
ENSMMUG00000020415,IL34
ENSMMUG00000058341,SLITRK4
ENSMMUG00000047704,ZNF226
ENSMMUG00000047704,ZNF234
ENSMMUG00000047704,LOC711652
ENSMMUG00000002654,CYP2D6
ENSMMUG00000013307,STRAP
ENSMMUG00000007382,PAAF1
ENSMMUG00000020572,KPNA3
ENSMMUG00000021868,TRAP1
ENSMMUG00000002483,CNPY2
ENSMMUG00000002483,CS
ENSMMUG00000010462,FAM98A
ENSMMUG00000005353,PDGFD
ENSMMUG00000013194,DHRS7B
ENSMMUG00000002166,METTL2A
ENSMMUG00000002166,TLK2
ENSMMUG00000017759,AIPL1
ENSMMUG00000046929,MBL2
ENSMMUG00000020534,PAK6
ENSMMUG00000023255,CDK5RAP2
ENSMMUG00000016331,GBA2
ENSMMUG00000017601,CYP17A1
ENSMMUG00000022676,RIMKLB
ENSMMUG00000014778,SLC16A7
ENSMMUG00000016429,TOR2A
ENSMMUG00000023403,GTPBP3
ENSMMUG00000020943,ZFC3H1
ENSMMUG00000018021,MIF4GD
ENSMMUG00000018021,GGA3
ENSMMUG00000015396,WDR13
ENSMMUG00000015396,RBM3
ENSMMUG00000021727,DEPDC5
ENSMMUG00000021727,YWHAH
ENSMMUG00000010761,DPYS
ENSMMUG00000007724,APTX
ENSMMUG00000018772,VPS51
ENSMMUG00000002030,KAT8
ENSMMUG00000009973,PRRC2B
ENSMMUG00000000787,DIS3
ENSMMUG00000003424,CCDC42
ENSMMUG00000010466,SLC38A9
ENSMMUG00000017962,CYP2D6
ENSMMUG00000020179,MID1
ENSMMUG00000013260,MPP3
ENSMMUG00000003421,ANKRD40
ENSMMUG00000020114,CDH13
ENSMMUG00000015286,FAM171A1
ENSMMUG00000054817,IGBP1
ENSMMUG00000021742,KLHL42
ENSMMUG00000045520,RASGRP3
ENSMMUG00000019151,SLC46A1
ENSMMUG00000010847,DKK1
ENSMMUG00000014632,BFSP1
ENSMMUG00000008248,GALM
ENSMMUG00000017760,PIMREG
ENSMMUG00000013485,KIF20B
ENSMMUG00000007434,RASA3
ENSMMUG00000001731,GFPT2
ENSMMUG00000001178,CCNA1
ENSMMUG00000031183,FAM89B
ENSMMUG00000002413,PLVAP
ENSMMUG00000022818,ING1
ENSMMUG00000020475,DOK4
ENSMMUG00000003115,NLRP2
ENSMMUG00000013095,EXT2
ENSMMUG00000013095,ACCS
ENSMMUG00000005295,PTH2R
ENSMMUG00000013930,DGAT2L6
ENSMMUG00000019904,CCNI
ENSMMUG00000013267,CTTN
ENSMMUG00000014921,MBD5
ENSMMUG00000030321,SPDYE4
ENSMMUG00000044163,ZC3H8
ENSMMUG00000064510,ZNRD2
ENSMMUG00000010531,PTHLH
ENSMMUG00000004405,LSM4
ENSMMUG00000009701,LENG1
ENSMMUG00000013667,TKTL1
ENSMMUG00000002340,DOCK7
ENSMMUG00000016423,CFAP157
ENSMMUG00000010747,MFAP5
ENSMMUG00000029272,VSX2
ENSMMUG00000010670,CTSS
ENSMMUG00000014626,PCSK2
ENSMMUG00000021469,ZNF225
ENSMMUG00000021469,ZNF224
ENSMMUG00000021469,ZNF284
ENSMMUG00000018929,ANKRD10
ENSMMUG00000013309,DERA
ENSMMUG00000037573,SLC13A2
ENSMMUG00000042707,ANGPTL6
ENSMMUG00000016548,CASP12
ENSMMUG00000023245,ACSF3
ENSMMUG00000000529,GPC6
ENSMMUG00000013150,MORC4
ENSMMUG00000009539,XAB2
ENSMMUG00000013374,ZNF574
ENSMMUG00000006935,UMOD
ENSMMUG00000007430,HMG20A
ENSMMUG00000016328,CREB3
ENSMMUG00000020535,PLCB2
ENSMMUG00000052674,PPM1E
ENSMMUG00000003043,PWWP3A
ENSMMUG00000057607,SERTM1
ENSMMUG00000022001,ME2
ENSMMUG00000004500,HEPHL1
ENSMMUG00000007660,BORCS7
ENSMMUG00000014195,SLC39A11
ENSMMUG00000002033,PRSS8
ENSMMUG00000021581,TAF7L
ENSMMUG00000045740,ACER2
ENSMMUG00000021817,DCT
ENSMMUG00000014048,ACE2
ENSMMUG00000007126,HECTD4
ENSMMUG00000002338,HNRNPLL
ENSMMUG00000047499,VSIG10
ENSMMUG00000013993,HCCS
ENSMMUG00000017763,KIAA0753
ENSMMUG00000007424,NRIP2
ENSMMUG00000051822,LLPH
ENSMMUG00000018777,RPRD1A
ENSMMUG00000015515,REV1
ENSMMUG00000004041,ABCD4
ENSMMUG00000008290,ABCC11
ENSMMUG00000011579,TAFA2
ENSMMUG00000016397,MFSD6L
ENSMMUG00000037675,TEX52
ENSMMUG00000021576,ROBO3
ENSMMUG00000013597,KLK5
ENSMMUG00000005914,ABCC1
ENSMMUG00000013061,SMDT1
ENSMMUG00000005791,PIK3R6
ENSMMUG00000013376,POU2F2
ENSMMUG00000005829,BST2
ENSMMUG00000016430,ZC3H6
ENSMMUG00000022789,LRP12
ENSMMUG00000019385,FOXM1
ENSMMUG00000018690,CNOT6
ENSMMUG00000022877,PALM
ENSMMUG00000007662,AS3MT
ENSMMUG00000003414,ABCC3
ENSMMUG00000016621,TMBIM4
ENSMMUG00000022725,FBL
ENSMMUG00000017812,SF3B3
ENSMMUG00000000715,PPP1R13L
ENSMMUG00000020893,TMEM11
ENSMMUG00000008069,UBE2E3
ENSMMUG00000006638,PPIL3
ENSMMUG00000011802,CCDC91
ENSMMUG00000005627,HECW2
ENSMMUG00000009914,SMAD9
ENSMMUG00000016689,CCNJ
ENSMMUG00000013062,PHETA2
ENSMMUG00000004014,IRF7
ENSMMUG00000008293,PPM1G
ENSMMUG00000021496,KCNT1
ENSMMUG00000028800,SLC7A9
ENSMMUG00000006938,PDILT
ENSMMUG00000043966,DDX3Y
ENSMMUG00000019767,WAS
ENSMMUG00000055131,UBALD2
ENSMMUG00000016226,ADAMTS12
ENSMMUG00000004434,ZCCHC2
ENSMMUG00000052483,TIMM8A
ENSMMUG00000003896,ARHGAP6
ENSMMUG00000010429,ZNF773
ENSMMUG00000007552,APLF
ENSMMUG00000013063,TGDS
ENSMMUG00000010669,HORMAD1
ENSMMUG00000004406,PGPEP1
ENSMMUG00000005830,MVB12A
ENSMMUG00000000005,NAGA
ENSMMUG00000002358,SLC15A5
ENSMMUG00000006742,SRSF6
ENSMMUG00000022573,SLC49A4
ENSMMUG00000004169,TMEM182
ENSMMUG00000004503,PANX1
ENSMMUG00000022041,STXBP2
ENSMMUG00000010426,MBOAT7
ENSMMUG00000060132,CDPF1
ENSMMUG00000012793,ZNF227
ENSMMUG00000013764,IGFBP3
ENSMMUG00000053668,TMEM215
ENSMMUG00000011058,SPATA22
ENSMMUG00000012239,UNC119
ENSMMUG00000014510,ANKZF1
ENSMMUG00000021436,LTBP1
ENSMMUG00000003747,CNNM2
ENSMMUG00000022472,MRO
ENSMMUG00000018768,ZFPL1
ENSMMUG00000054816,IRAK3
ENSMMUG00000006121,ZNF549
ENSMMUG00000063156,MRPS7
ENSMMUG00000003045,NDUFS7
ENSMMUG00000000490,SENP8
ENSMMUG00000016421,STXBP1
ENSMMUG00000061396,KLK6
ENSMMUG00000016258,PPARA
ENSMMUG00000019611,ARRDC1
ENSMMUG00000008969,FANCD2OS
ENSMMUG00000031856,TLN1
ENSMMUG00000015865,ARG2
ENSMMUG00000013698,CLEC6A
ENSMMUG00000001782,LINGO1
ENSMMUG00000018756,GRAMD2A
ENSMMUG00000020394,CCDC102A
ENSMMUG00000006122,ZNF550
ENSMMUG00000045026,RHNO1
ENSMMUG00000014630,RAB3GAP1
ENSMMUG00000002533,KLF5
ENSMMUG00000002533,PIBF1
ENSMMUG00000011661,ITGA8
ENSMMUG00000010904,MAP2K3
ENSMMUG00000018741,MAP2
ENSMMUG00000009002,ACSM5
ENSMMUG00000018186,SOWAHB
ENSMMUG00000057610,MGST1
ENSMMUG00000008288,SNX17
ENSMMUG00000008687,BLNK
ENSMMUG00000006639,NIF3L1
ENSMMUG00000012240,PIGS
ENSMMUG00000010707,STAT3
ENSMMUG00000002686,NDUFB6
ENSMMUG00000002686,TOPORS
ENSMMUG00000058998,POMP
ENSMMUG00000061295,PDZD11
ENSMMUG00000022322,RDH13
ENSMMUG00000009290,ZNF416
ENSMMUG00000010668,GOLPH3L
ENSMMUG00000016628,HELB
ENSMMUG00000023172,RBM41
ENSMMUG00000004024,CDHR5
ENSMMUG00000022878,MISP
ENSMMUG00000007397,LONP2
ENSMMUG00000048281,CCDC179
ENSMMUG00000005099,TAOK3
ENSMMUG00000007721,ZFPM2
ENSMMUG00000022572,HSPBAP1
ENSMMUG00000019768,SUV39H1
ENSMMUG00000016276,TRIM72
ENSMMUG00000016276,FUS
ENSMMUG00000051173,CLEC4A
ENSMMUG00000000955,USP15
ENSMMUG00000000300,ITGA4
ENSMMUG00000060845,FBXO48
ENSMMUG00000041041,DEDD2
ENSMMUG00000020837,AMER2
ENSMMUG00000004172,TULP3
ENSMMUG00000056789,VHL
ENSMMUG00000000457,GALNT1
ENSMMUG00000009468,POLR1B
ENSMMUG00000009468,TTL
ENSMMUG00000018031,SLC25A19
ENSMMUG00000037732,NDUFAF8
ENSMMUG00000020115,HSBP1
ENSMMUG00000019870,FZR1
ENSMMUG00000011980,ADGRG5
ENSMMUG00000011007,FNDC9
ENSMMUG00000011614,FUZ
ENSMMUG00000014363,BSCL2
ENSMMUG00000002641,PDZRN4
ENSMMUG00000009337,ANGPTL8
ENSMMUG00000009195,PLEK
ENSMMUG00000049537,PRPSAP1
ENSMMUG00000003585,ALG5
ENSMMUG00000009292,ZIK1
ENSMMUG00000020919,SHROOM3
ENSMMUG00000008564,C9H10orf88
ENSMMUG00000040307,LMO3
ENSMMUG00000020597,ACSS1
ENSMMUG00000011593,RGCC
ENSMMUG00000037464,ZNF778
ENSMMUG00000017290,MAPK4
ENSMMUG00000013721,SLC46A3
ENSMMUG00000003749,NT5C2
ENSMMUG00000019932,IRAK2
ENSMMUG00000015445,KLK8
ENSMMUG00000000194,SLC27A1
ENSMMUG00000016571,TSEN34
ENSMMUG00000018419,MTMR6
ENSMMUG00000019610,ZMYND19
ENSMMUG00000013482,PAN2
ENSMMUG00000004112,MRE11
ENSMMUG00000004112,GPR83
ENSMMUG00000008463,ATL2
ENSMMUG00000013940,KIF4A
ENSMMUG00000006421,ADCY1
ENSMMUG00000015253,NECAP1
ENSMMUG00000016450,PTBP1
ENSMMUG00000019580,HNRNPH2
ENSMMUG00000013138,ARHGEF7
ENSMMUG00000041012,DNAJB13
ENSMMUG00000045335,ZNF526
ENSMMUG00000014407,MAGT1
ENSMMUG00000017970,SAFB
ENSMMUG00000014430,FOSB
ENSMMUG00000013668,FLNA
ENSMMUG00000020322,ALDOC
ENSMMUG00000046362,SOX21
ENSMMUG00000028905,PET100
ENSMMUG00000009294,ZNF530
ENSMMUG00000003292,SLC38A10
ENSMMUG00000012801,ZNF235
ENSMMUG00000011180,AMN1
ENSMMUG00000005960,TMBIM6
ENSMMUG00000003046,GAMT
ENSMMUG00000051322,SSTR2
ENSMMUG00000021181,LRRC25
ENSMMUG00000007505,GLOD5
ENSMMUG00000020175,MED25
ENSMMUG00000021549,ADAM19
ENSMMUG00000023454,PARP6
ENSMMUG00000023454,PKM
ENSMMUG00000018206,MMP24
ENSMMUG00000017227,SPINK1
ENSMMUG00000051916,RAB3D
ENSMMUG00000018767,CDCA5
ENSMMUG00000022569,PARP14
ENSMMUG00000008658,MTUS2
ENSMMUG00000060224,PCP2
ENSMMUG00000014599,ERF
ENSMMUG00000014599,GSK3A
ENSMMUG00000009579,SPRYD7
ENSMMUG00000032156,C3AR1
ENSMMUG00000046992,CNRIP1
ENSMMUG00000000515,SBK1
ENSMMUG00000007192,FRY
ENSMMUG00000011716,RTN2
ENSMMUG00000016631,GRIP1
ENSMMUG00000015866,VTI1B
ENSMMUG00000021182,SSBP4
ENSMMUG00000060498,RPS9
ENSMMUG00000021807,ABCC4
ENSMMUG00000013467,AMACR
ENSMMUG00000021578,ROBO4
ENSMMUG00000019609,DPH7
ENSMMUG00000015256,FOXJ2
ENSMMUG00000000180,WNT7B
ENSMMUG00000007439,CDC16
ENSMMUG00000005333,ZNF211
ENSMMUG00000001266,COG1
ENSMMUG00000056814,TXNDC17
ENSMMUG00000057356,TMEM205
ENSMMUG00000051859,PYCARD
ENSMMUG00000046264,PPP3R1
ENSMMUG00000020820,SVIP
ENSMMUG00000000719,SKA1
ENSMMUG00000006018,SPAG5
ENSMMUG00000002605,UCP2
ENSMMUG00000008407,SCN1A
ENSMMUG00000061470,RPS15
ENSMMUG00000008256,AMELX
ENSMMUG00000018011,SPHK1
ENSMMUG00000004756,GRB2
ENSMMUG00000017161,ANKRD11
ENSMMUG00000009907,TBC1D2B
ENSMMUG00000014328,TTC12
ENSMMUG00000008430,CACNB3
ENSMMUG00000041962,ABCC6
ENSMMUG00000053525,MCL1
ENSMMUG00000030531,SIRT1
ENSMMUG00000016644,DCLRE1A
ENSMMUG00000010868,YAF2
ENSMMUG00000010868,GXYLT1
ENSMMUG00000004226,ACSM1
ENSMMUG00000015689,ADGRG1
ENSMMUG00000017858,PSTK
ENSMMUG00000019577,GLA
ENSMMUG00000019624,GLB1L
ENSMMUG00000005335,ZSCAN4
ENSMMUG00000017386,DDX4
ENSMMUG00000058689,THAP2
ENSMMUG00000007925,SGK2
ENSMMUG00000043134,CCDC159
ENSMMUG00000038182,UTY
ENSMMUG00000015810,FAR2
ENSMMUG00000008801,AGTPBP1
ENSMMUG00000018967,UBE2O
ENSMMUG00000000765,ZRANB3
ENSMMUG00000003053,APC2
ENSMMUG00000005620,PCDH9
ENSMMUG00000058158,MED31
ENSMMUG00000005336,ZNF551
ENSMMUG00000005336,ZNF776
ENSMMUG00000007400,SIAH1
ENSMMUG00000043332,LAT
ENSMMUG00000032617,MPP2
ENSMMUG00000016465,HDAC6
ENSMMUG00000037473,PRRT4
ENSMMUG00000018210,FAM83C
ENSMMUG00000008955,ATXN10
ENSMMUG00000015868,RDH11
ENSMMUG00000002210,TNFRSF11A
ENSMMUG00000005793,ANKFN1
ENSMMUG00000015861,COX7B
ENSMMUG00000011594,VWA8
ENSMMUG00000006255,NCKAP5L
ENSMMUG00000042955,SH2D7
ENSMMUG00000010898,TRIM13
ENSMMUG00000058889,TSKU
ENSMMUG00000019682,MRPS9
ENSMMUG00000053277,BRINP1
ENSMMUG00000015344,CERKL
ENSMMUG00000012535,MCEMP1
ENSMMUG00000031831,IL23A
ENSMMUG00000013945,CYP1B1
ENSMMUG00000009398,STX8
ENSMMUG00000002660,DEAF1
ENSMMUG00000006169,TNNT1
ENSMMUG00000002286,CREBBP
ENSMMUG00000023480,IKZF5
ENSMMUG00000004225,THUMPD1
ENSMMUG00000018168,ACER3
ENSMMUG00000003171,COG4
ENSMMUG00000047887,ZNF154
ENSMMUG00000012320,SNX15
ENSMMUG00000058021,CIB2
ENSMMUG00000022118,RFX4
ENSMMUG00000022451,PSMA2
ENSMMUG00000017939,FAAP24
ENSMMUG00000045701,ARMCX4
ENSMMUG00000047016,RERGL
ENSMMUG00000014509,IMPDH1
ENSMMUG00000020818,GAS2
ENSMMUG00000046486,ZNF770
ENSMMUG00000012871,ATP7A
ENSMMUG00000022120,TMEM94
ENSMMUG00000051795,UCP3
ENSMMUG00000008218,ADAMTSL4
ENSMMUG00000009597,SLC13A5
ENSMMUG00000061391,ANKRD49
ENSMMUG00000020916,CCDC158
ENSMMUG00000005530,SYT1
ENSMMUG00000016456,PLPPR3
ENSMMUG00000009051,CXXC1
ENSMMUG00000010403,UQCC1
ENSMMUG00000023604,ARMCX1
ENSMMUG00000002689,MSL3
ENSMMUG00000000803,STAT2
ENSMMUG00000005723,DDX39A
ENSMMUG00000007700,CD180
ENSMMUG00000017845,OXR1
ENSMMUG00000013944,RMDN2
ENSMMUG00000043963,KLK11
ENSMMUG00000043304,FCER2
ENSMMUG00000019626,STK16
ENSMMUG00000023357,ZNF671
ENSMMUG00000011622,PNKP
ENSMMUG00000018510,SCN7A
ENSMMUG00000018510,SCN9A
ENSMMUG00000013943,GDPD2
ENSMMUG00000017256,CACNA1G
ENSMMUG00000028798,RHPN2
ENSMMUG00000008661,SLC7A1
ENSMMUG00000028948,AZU1
ENSMMUG00000022293,FRMPD3
ENSMMUG00000041388,ARL2
ENSMMUG00000021550,SOX30
ENSMMUG00000020108,INO80C
ENSMMUG00000003056,PCSK4
ENSMMUG00000000684,ACADSB
ENSMMUG00000004793,NAP1L2
ENSMMUG00000019892,MYOM1
ENSMMUG00000010321,C2CD3
ENSMMUG00000022496,DNTT
ENSMMUG00000003590,SUPT20H
ENSMMUG00000009251,TSPAN9
ENSMMUG00000046124,SLC2A3
ENSMMUG00000023412,KIAA0100
ENSMMUG00000011838,IDH3A
ENSMMUG00000040380,RAB21
ENSMMUG00000016745,ACSM3
ENSMMUG00000002809,UNC80
ENSMMUG00000013265,PPFIA1
ENSMMUG00000018420,NUP58
ENSMMUG00000015655,ARMCX3
ENSMMUG00000019936,SEC13
ENSMMUG00000010687,CELF6
ENSMMUG00000014349,ITGAX
ENSMMUG00000014349,ITGAD
ENSMMUG00000014604,DNMT1
ENSMMUG00000013739,RAI14
ENSMMUG00000022174,PIK3C2G
ENSMMUG00000008296,NEUROD1
ENSMMUG00000001193,ZNF180
ENSMMUG00000023766,MINDY3
ENSMMUG00000012174,CIC
ENSMMUG00000015690,ADGRG3
ENSMMUG00000057810,RAMP3
ENSMMUG00000008965,PIWIL4
ENSMMUG00000018378,PRKCA
ENSMMUG00000000711,TRPV1
ENSMMUG00000018970,AANAT
ENSMMUG00000055640,DNAJC12
ENSMMUG00000006568,BATF2
ENSMMUG00000004160,DPH6
ENSMMUG00000015869,RDH12
ENSMMUG00000012383,VRTN
ENSMMUG00000015789,TGFBRAP1
ENSMMUG00000006922,SPNS1
ENSMMUG00000004674,PRPS1
ENSMMUG00000009112,TLR4
ENSMMUG00000023236,CHIC1
ENSMMUG00000012874,PGK1
ENSMMUG00000021744,DLEU7
ENSMMUG00000019967,KLHL1
ENSMMUG00000012224,FAM126B
ENSMMUG00000003360,CENPM
ENSMMUG00000018174,CAPN5
ENSMMUG00000011532,PIK3R1
ENSMMUG00000021669,AATF
ENSMMUG00000014277,ITPRID2
ENSMMUG00000031129,LRRN4CL
ENSMMUG00000015656,ARMCX2
ENSMMUG00000010653,MFSD12
ENSMMUG00000018880,ABHD17B
ENSMMUG00000002209,RELCH
ENSMMUG00000021746,RNASEH2B
ENSMMUG00000019214,PPP1R12A
ENSMMUG00000038996,SYNDIG1L
ENSMMUG00000011790,GPATCH1
ENSMMUG00000007449,UPF3A
ENSMMUG00000019938,ATP2B2
ENSMMUG00000007727,TBC1D15
ENSMMUG00000021218,FYB1
ENSMMUG00000031163,MAJIN
ENSMMUG00000005761,UBXN1
ENSMMUG00000009602,XAF1
ENSMMUG00000007395,BICD1
ENSMMUG00000012875,TAF9B
ENSMMUG00000022207,PLPPR2
ENSMMUG00000005339,ZNF552
ENSMMUG00000015692,DRC7
ENSMMUG00000020547,PARP15
ENSMMUG00000050856,OPALIN
ENSMMUG00000010823,TBRG4
ENSMMUG00000019097,KLF12
ENSMMUG00000011839,ACSBG1
ENSMMUG00000017319,ZCRB1
ENSMMUG00000017209,C1D
ENSMMUG00000044756,ADRB1
ENSMMUG00000040202,TMEM218
ENSMMUG00000020817,FANCF
ENSMMUG00000007779,CHCHD5
ENSMMUG00000051333,ZNF24
ENSMMUG00000011715,PPM1N
ENSMMUG00000018973,RHBDF2
ENSMMUG00000015826,TLL2
ENSMMUG00000018881,C15H9orf85
ENSMMUG00000019628,TUBA4A
ENSMMUG00000016902,CTNNA3
ENSMMUG00000009268,KIF5C
ENSMMUG00000000198,COLGALT1
ENSMMUG00000002424,FBLN1
ENSMMUG00000002151,ZMAT1
ENSMMUG00000009677,MED16
ENSMMUG00000009719,SLITRK2
ENSMMUG00000006066,PCTP
ENSMMUG00000008575,TRPM7
ENSMMUG00000008575,SPPL2A
ENSMMUG00000015871,ZFYVE26
ENSMMUG00000023389,CTNS
ENSMMUG00000004574,SLC20A1
ENSMMUG00000009715,PYY
ENSMMUG00000022938,VASP
ENSMMUG00000013614,GLI3
ENSMMUG00000006563,NPC2
ENSMMUG00000029782,SPINK9
ENSMMUG00000008872,INA
ENSMMUG00000017294,ALKBH3
ENSMMUG00000022514,CCDC186
ENSMMUG00000008053,PKNOX2
ENSMMUG00000013105,ASTN2
ENSMMUG00000020368,SLC17A6
ENSMMUG00000003174,FCSK
ENSMMUG00000046328,CSKMT
ENSMMUG00000041101,PPP2R5B
ENSMMUG00000057348,TSC22D3
ENSMMUG00000016748,REXO5
ENSMMUG00000023599,CHAMP1
ENSMMUG00000021494,LCN9
ENSMMUG00000000956,MON2
ENSMMUG00000003815,ADAMTSL5
ENSMMUG00000021519,TEKT1
ENSMMUG00000005727,PKN1
ENSMMUG00000021735,PPHLN1
ENSMMUG00000016908,FBXO38
ENSMMUG00000052788,CDC42EP3
ENSMMUG00000017920,SPG7
ENSMMUG00000010824,SWSAP1
ENSMMUG00000016578,LILRA4
ENSMMUG00000016578,LILRA3
ENSMMUG00000013411,TANC2
ENSMMUG00000062080,ZSCAN30
ENSMMUG00000015695,KATNB1
ENSMMUG00000018096,HMG20B
ENSMMUG00000009399,CFAP52
ENSMMUG00000050430,ISCA2
ENSMMUG00000056088,PARD6G
ENSMMUG00000003092,BUB3
ENSMMUG00000021197,TBC1D4
ENSMMUG00000019878,C9
ENSMMUG00000020530,ZNF397
ENSMMUG00000013387,CYSLTR1
ENSMMUG00000009713,NAGS
ENSMMUG00000001874,TM9SF3
ENSMMUG00000022913,FAIM2
ENSMMUG00000022913,BCDIN3D
ENSMMUG00000019196,GDA
ENSMMUG00000013948,DLG3
ENSMMUG00000063498,SIGLECL1
ENSMMUG00000003973,ATG2A
ENSMMUG00000022273,ST6GALNAC2
ENSMMUG00000013710,ADNP2
ENSMMUG00000015817,TMTC1
ENSMMUG00000012003,DNAJB2
ENSMMUG00000008873,PCGF6
ENSMMUG00000021230,SRRM4
ENSMMUG00000023007,RIBC2
ENSMMUG00000010826,RGL3
ENSMMUG00000009616,CALU
ENSMMUG00000020493,ZNF256
ENSMMUG00000016264,ALOX12
ENSMMUG00000001898,NAA35
ENSMMUG00000004851,FGD4
ENSMMUG00000006068,TMEM100
ENSMMUG00000022121,CASKIN2
ENSMMUG00000016381,PARP9
ENSMMUG00000001480,FAM124A
ENSMMUG00000017252,SPATA20
ENSMMUG00000017662,MAPRE2
ENSMMUG00000018770,TCEAL2
ENSMMUG00000050192,CAVIN1
ENSMMUG00000018766,LRRTM3
ENSMMUG00000059624,TMEM101
ENSMMUG00000005632,MID2
ENSMMUG00000021878,TIMELESS
ENSMMUG00000058688,TAX1BP3
ENSMMUG00000052823,LPAR4
ENSMMUG00000009844,R3HDM1
ENSMMUG00000017850,ABRA
ENSMMUG00000018117,GANAB
ENSMMUG00000010513,RPE
ENSMMUG00000052164,P2RY10
ENSMMUG00000014039,USP43
ENSMMUG00000014204,DNAJA4
ENSMMUG00000013165,SLC16A2
ENSMMUG00000010252,FRMPD4
