Gene stable ID,WikiGene name
ENSMMUG00000009515,CBLN3
ENSMMUG00000018109,MINDY2
ENSMMUG00000060800,KCNMB1
ENSMMUG00000038117,INSYN1
ENSMMUG00000008026,SPEN
ENSMMUG00000002038,CEMIP
ENSMMUG00000013442,MCM7
ENSMMUG00000017562,PES1
ENSMMUG00000039346,APOBEC3F
ENSMMUG00000039346,APOBEC3G
ENSMMUG00000011227,FOXK1
ENSMMUG00000022588,ZBP1
ENSMMUG00000021886,MRFAP1L1
ENSMMUG00000013665,MMP14
ENSMMUG00000012350,MPST
ENSMMUG00000018345,PEBP4
ENSMMUG00000012070,IFT43
ENSMMUG00000004603,ZC3H14
ENSMMUG00000000972,TNK2
ENSMMUG00000050617,RAMAC
ENSMMUG00000003642,TBC1D21
ENSMMUG00000007143,WRNIP1
ENSMMUG00000022589,PMEPA1
ENSMMUG00000016274,ARSA
ENSMMUG00000020101,ZDHHC8
ENSMMUG00000011228,AP5Z1
ENSMMUG00000042762,TAFA5
ENSMMUG00000009516,KHNYN
ENSMMUG00000007144,MYLK4
ENSMMUG00000008747,DUOXA2
ENSMMUG00000013149,SPIDR
ENSMMUG00000018073,LCORL
ENSMMUG00000021695,MRFAP1
ENSMMUG00000012349,TST
ENSMMUG00000003498,WHAMM
ENSMMUG00000060294,HIST1H2AC
ENSMMUG00000015400,RET
ENSMMUG00000007540,RHOBTB2
ENSMMUG00000004963,LXN
ENSMMUG00000023776,TBC1D5
ENSMMUG00000009517,SDR39U1
ENSMMUG00000003638,LOXL1
ENSMMUG00000022303,SLC7A2
ENSMMUG00000015850,ITIH5
ENSMMUG00000014986,TEX33
ENSMMUG00000008748,DUOXA1
ENSMMUG00000013084,HTR5A
ENSMMUG00000057227,C10H20orf85
ENSMMUG00000019040,HSD17B13
ENSMMUG00000015370,PLXDC2
ENSMMUG00000000798,BAG3
ENSMMUG00000009409,MESD
ENSMMUG00000006461,ZNF219
ENSMMUG00000006525,MRPS18B
ENSMMUG00000007468,L2HGDH
ENSMMUG00000002568,STOML1
ENSMMUG00000008752,DUOX1
ENSMMUG00000011269,CFTR
ENSMMUG00000023778,FBXO32
ENSMMUG00000019041,HSD17B11
ENSMMUG00000023510,MFSD1
ENSMMUG00000003542,NSMCE2
ENSMMUG00000062591,INSIG1
ENSMMUG00000005298,MAN2B2
ENSMMUG00000030562,RPS24
ENSMMUG00000000617,AP3B2
ENSMMUG00000008792,GPATCH2L
ENSMMUG00000029446,TMEM253
ENSMMUG00000015923,ANKEF1
ENSMMUG00000014595,TYW3
ENSMMUG00000012351,CSF2RB
ENSMMUG00000048076,TNFRSF10B
ENSMMUG00000021143,CFAP161
ENSMMUG00000002615,DMAC2L
ENSMMUG00000001153,PDGFRL
ENSMMUG00000009558,INPP5F
ENSMMUG00000013447,AP4M1
ENSMMUG00000021759,TRIB1
ENSMMUG00000019043,NUDT9
ENSMMUG00000005779,GMDS
ENSMMUG00000032243,FBLIM1
ENSMMUG00000002569,PML
ENSMMUG00000006524,PPP1R10
ENSMMUG00000010033,GADL1
ENSMMUG00000002616,CDKL1
ENSMMUG00000013151,CEBPD
ENSMMUG00000001308,VSTM2A
ENSMMUG00000022200,SLTM
ENSMMUG00000005514,POLR3A
ENSMMUG00000020100,RANBP1
ENSMMUG00000007542,TNFRSF10D
ENSMMUG00000007542,TNFRSF10A
ENSMMUG00000019414,ZFHX4
ENSMMUG00000003275,PAK5
ENSMMUG00000015482,RTF1
ENSMMUG00000014809,HNRNPC
ENSMMUG00000018381,RBM23
ENSMMUG00000008160,NCF4
ENSMMUG00000015152,RBM17
ENSMMUG00000011555,IL16
ENSMMUG00000002114,TFRC
ENSMMUG00000022111,RPS6KA1
ENSMMUG00000023081,SCHIP1
ENSMMUG00000044796,PEX2
ENSMMUG00000008757,SHF
ENSMMUG00000016653,CHMP7
ENSMMUG00000019493,ERICH3
ENSMMUG00000019493,CRYZ
ENSMMUG00000013450,TAF6
ENSMMUG00000015347,PRKDC
ENSMMUG00000015405,CSGALNACT2
ENSMMUG00000011328,RPS17
ENSMMUG00000011328,CPEB1
ENSMMUG00000001151,MTUS1
ENSMMUG00000008169,ITPKA
ENSMMUG00000019047,SPARCL1
ENSMMUG00000010031,TGFBR2
ENSMMUG00000003276,LAMP5
ENSMMUG00000047109,LRATD2
ENSMMUG00000005778,FOXC1
ENSMMUG00000020099,TRMT2A
ENSMMUG00000003121,CPT1B
ENSMMUG00000046054,SEC14L4
ENSMMUG00000001886,ABCF1
ENSMMUG00000017414,CACNA1S
ENSMMUG00000018797,CNTN2
ENSMMUG00000004540,FOXF2
ENSMMUG00000015954,ITIH2
ENSMMUG00000038018,PCGF5
ENSMMUG00000013452,CNPY4
ENSMMUG00000008778,PVALB
ENSMMUG00000008170,LTK
ENSMMUG00000004271,NOVA1
ENSMMUG00000001369,HDAC11
ENSMMUG00000007351,RBM33
ENSMMUG00000014183,PLEKHF2
ENSMMUG00000018553,VASH1
ENSMMUG00000019374,SEC14L3
ENSMMUG00000015406,RASGEF1A
ENSMMUG00000005856,GATM
ENSMMUG00000011114,DMP1
ENSMMUG00000004749,PPARGC1B
ENSMMUG00000008775,IFT27
ENSMMUG00000039501,RBAK
ENSMMUG00000023775,PLCL2
ENSMMUG00000013453,MBLAC1
ENSMMUG00000008175,RPAP1
ENSMMUG00000017064,ADAP1
ENSMMUG00000010596,PFKFB3
ENSMMUG00000015000,SUPT16H
ENSMMUG00000020098,DGCR8
ENSMMUG00000009128,DLG5
ENSMMUG00000018401,LAMTOR4
ENSMMUG00000000242,PPP1R3C
ENSMMUG00000013416,PPP2R2C
ENSMMUG00000011111,IBSP
ENSMMUG00000001012,PLCB4
ENSMMUG00000009796,NKX3-1
ENSMMUG00000031026,CACNG2
ENSMMUG00000065198,GDF6
ENSMMUG00000000246,COBL
ENSMMUG00000011110,MEPE
ENSMMUG00000004752,PDE6A
ENSMMUG00000039452,ODF3B
ENSMMUG00000011510,SLC30A4
ENSMMUG00000004404,RBMS3
ENSMMUG00000008804,UQCRB
ENSMMUG00000018802,TMEM81
ENSMMUG00000008793,SPP1
ENSMMUG00000005749,PARP16
ENSMMUG00000007478,TNKS2
ENSMMUG00000021444,FOXG1
ENSMMUG00000017659,FBLN2
ENSMMUG00000018551,ANGEL1
ENSMMUG00000013803,TYRO3
ENSMMUG00000022674,SLC51A
ENSMMUG00000013578,DENND3
ENSMMUG00000011564,TMC3
ENSMMUG00000021783,IGDCC3
ENSMMUG00000029776,SLC26A2
ENSMMUG00000018803,RBBP5
ENSMMUG00000021559,JCAD
ENSMMUG00000048395,CBX6
ENSMMUG00000022694,RFTN1
ENSMMUG00000018404,GAL3ST4
ENSMMUG00000000573,PTDSS1
ENSMMUG00000001835,ISLR2
ENSMMUG00000022426,DHDDS
ENSMMUG00000011553,TIGD6
ENSMMUG00000022550,PRKD1
ENSMMUG00000020982,HNRNPF
ENSMMUG00000013414,WFS1
ENSMMUG00000020931,ABHD18
ENSMMUG00000020550,MAP4K5
ENSMMUG00000003001,MTPAP
ENSMMUG00000021788,IGDCC4
ENSMMUG00000010168,MGA
ENSMMUG00000011554,HMGXB3
ENSMMUG00000007215,XBP1
ENSMMUG00000015002,CHD8
ENSMMUG00000007045,WIPI2
ENSMMUG00000018639,MEX3B
ENSMMUG00000015840,RANBP17
ENSMMUG00000013500,TMEM9
ENSMMUG00000000963,SDC2
ENSMMUG00000023342,PAG1
ENSMMUG00000054392,ZNF239
ENSMMUG00000001763,NCAPH2
ENSMMUG00000004868,DNAL4
ENSMMUG00000018513,IRF4
ENSMMUG00000054404,SLC25A37
ENSMMUG00000038924,PCYT1A
ENSMMUG00000015092,CDH12
ENSMMUG00000019488,FPGT
ENSMMUG00000019488,TNNI3K
ENSMMUG00000053198,CCDC117
ENSMMUG00000007206,ZFAND2A
ENSMMUG00000007206,C3H7orf50
ENSMMUG00000018445,WNT7A
ENSMMUG00000001837,STRA6
ENSMMUG00000003878,CPQ
ENSMMUG00000031449,ZCWPW2
ENSMMUG00000022693,OXNAD1
ENSMMUG00000000755,CYP21A2
ENSMMUG00000011048,GATB
ENSMMUG00000020489,HSCB
ENSMMUG00000013579,SLC45A4
ENSMMUG00000010297,CTTNBP2
ENSMMUG00000022904,LRRC74A
ENSMMUG00000018514,DUSP22
ENSMMUG00000011556,CSF1R
ENSMMUG00000017767,ITGB1
ENSMMUG00000019992,GRB10
ENSMMUG00000008219,SLC29A4
ENSMMUG00000013893,PRR3
ENSMMUG00000062721,TSPYL5
ENSMMUG00000007284,SUN2
ENSMMUG00000023125,XPC
ENSMMUG00000023125,CHCHD4
ENSMMUG00000062128,SHH
ENSMMUG00000017310,TM4SF19
ENSMMUG00000000056,AZI2
ENSMMUG00000015447,DPP8
ENSMMUG00000020486,CHEK2
ENSMMUG00000006101,MYH9
ENSMMUG00000017282,IFT80
ENSMMUG00000020077,GNL1
ENSMMUG00000018405,STAG3
ENSMMUG00000042819,RNF215
ENSMMUG00000010478,DSTYK
ENSMMUG00000049586,GPR20
ENSMMUG00000020776,PRKCQ
ENSMMUG00000015099,JAKMIP1
ENSMMUG00000019100,UBXN7
ENSMMUG00000019392,PTP4A3
ENSMMUG00000020233,TANGO2
ENSMMUG00000007208,GPR146
ENSMMUG00000003839,MAPKBP1
ENSMMUG00000011557,PDGFRB
ENSMMUG00000000055,CMC1
ENSMMUG00000019401,FGF18
ENSMMUG00000010241,ZNF683
ENSMMUG00000010241,CRYBG2
ENSMMUG00000017089,CCDC157
ENSMMUG00000032295,ZNF595
ENSMMUG00000007209,GPER1
ENSMMUG00000047024,PMP2
ENSMMUG00000012144,SEMA6D
ENSMMUG00000019838,PDE8A
ENSMMUG00000008220,TNRC18
ENSMMUG00000008220,FBXL18
ENSMMUG00000020330,FBXW7
ENSMMUG00000001058,TTC28
ENSMMUG00000002145,JADE1
ENSMMUG00000013506,PKP1
ENSMMUG00000019691,G2E3
ENSMMUG00000003231,CCDC33
ENSMMUG00000014210,MTDH
ENSMMUG00000011748,RNF32
ENSMMUG00000022692,DPH3
ENSMMUG00000019991,DDC
ENSMMUG00000015360,MCM4
ENSMMUG00000017627,BTAF1
ENSMMUG00000011779,HEATR5A
ENSMMUG00000023124,TMEM43
ENSMMUG00000001092,TMEM63C
ENSMMUG00000005547,SF3A1
ENSMMUG00000009207,ATP5F1C
ENSMMUG00000054814,FBXO45
ENSMMUG00000001993,NUP153
ENSMMUG00000020095,FABP9
ENSMMUG00000021637,NRROS
ENSMMUG00000017457,PIGG
ENSMMUG00000020987,FABP4
ENSMMUG00000009088,MIOX
ENSMMUG00000022690,GALNT15
ENSMMUG00000011750,LMBR1
ENSMMUG00000019337,FABP12
ENSMMUG00000000505,FIGNL1
ENSMMUG00000003239,CYP11A1
ENSMMUG00000003773,CEP19
ENSMMUG00000017588,NRP1
ENSMMUG00000019327,SLC4A7
ENSMMUG00000014494,OTOR
ENSMMUG00000056199,TNNT2
ENSMMUG00000015774,NPM3
ENSMMUG00000050352,CDX1
ENSMMUG00000008223,UBE2V2
ENSMMUG00000006944,GATA3
ENSMMUG00000007561,ZDHHC22
ENSMMUG00000019692,SCFD1
ENSMMUG00000007105,LRRC18
ENSMMUG00000039033,NOM1
ENSMMUG00000029628,CCNB2
ENSMMUG00000011559,SLC6A7
ENSMMUG00000021825,SEMA7A
ENSMMUG00000012033,PAK2
ENSMMUG00000015877,GBE1
ENSMMUG00000012548,INTS1
ENSMMUG00000023647,SKIDA1
ENSMMUG00000016008,FBXW11
ENSMMUG00000010240,CD52
ENSMMUG00000060460,LSM8
ENSMMUG00000018390,KCNMA1
ENSMMUG00000017291,SMC4
ENSMMUG00000008475,AJUBA
ENSMMUG00000006340,SLC6A6
ENSMMUG00000054068,COMT
ENSMMUG00000000504,IKZF1
ENSMMUG00000004063,ARHGAP22
ENSMMUG00000048130,NGB
ENSMMUG00000016881,C14H11orf42
ENSMMUG00000010480,TMCC2
ENSMMUG00000000649,UBXN11
ENSMMUG00000019194,SFMBT2
ENSMMUG00000012575,SYNCRIP
ENSMMUG00000015146,FTH1
ENSMMUG00000018834,MYEF2
ENSMMUG00000039094,TMEM154
ENSMMUG00000021288,ANKRD28
ENSMMUG00000015450,HACD3
ENSMMUG00000046222,TNNI1
ENSMMUG00000048476,SLC10A5
ENSMMUG00000001095,POMT2
ENSMMUG00000004313,PLCB1
ENSMMUG00000014534,PITPNB
ENSMMUG00000008733,UBE3C
ENSMMUG00000007277,GTPBP1
ENSMMUG00000002259,SENP5
ENSMMUG00000006342,GRIP2
ENSMMUG00000017959,GTF2H1
ENSMMUG00000002331,FBXO8
ENSMMUG00000009577,ATL1
ENSMMUG00000002626,ZFAND1
ENSMMUG00000009082,SBF1
ENSMMUG00000006007,PSMB5
ENSMMUG00000018490,ARFIP1
ENSMMUG00000001568,ARID3B
ENSMMUG00000023764,ABCC2
ENSMMUG00000038208,BHLHE22
ENSMMUG00000004561,PPM1K
ENSMMUG00000023308,KCND2
ENSMMUG00000017147,TXNRD2
ENSMMUG00000000736,SKIV2L
ENSMMUG00000004060,MAPK8
ENSMMUG00000011563,CAMK2A
ENSMMUG00000018585,KLHDC8A
ENSMMUG00000064545,TRIM59
ENSMMUG00000061713,ZNF485
ENSMMUG00000000644,CEP85
ENSMMUG00000011069,CLK3
ENSMMUG00000062844,ZNF32
ENSMMUG00000023310,TSPAN12
ENSMMUG00000020772,CSRP1
ENSMMUG00000012933,MYO1E
ENSMMUG00000019877,ADGRB1
ENSMMUG00000019636,CSE1L
ENSMMUG00000004612,TTC8
ENSMMUG00000043922,SPATA48
ENSMMUG00000043753,CTXN2
ENSMMUG00000018083,KPNA4
ENSMMUG00000044822,CCDC174
ENSMMUG00000005545,OSM
ENSMMUG00000002625,CHMP4C
ENSMMUG00000021083,JOSD1
ENSMMUG00000004181,PNLDC1
ENSMMUG00000000165,COX6C
ENSMMUG00000002434,ING3
ENSMMUG00000037449,CELF2
ENSMMUG00000008095,INTS14
ENSMMUG00000005446,SNX14
ENSMMUG00000000364,TOMM22
ENSMMUG00000007694,SNX16
ENSMMUG00000011153,ACTB
ENSMMUG00000029358,SAV1
ENSMMUG00000060958,LRRC3B
ENSMMUG00000016896,SLC12A1
ENSMMUG00000019898,FOXN3
ENSMMUG00000022059,SLC24A1
ENSMMUG00000031409,PIGZ
ENSMMUG00000019563,CRMP1
ENSMMUG00000018519,LOC114675669
ENSMMUG00000018519,ARC
ENSMMUG00000018493,FHDC1
ENSMMUG00000004282,FSCN1
ENSMMUG00000001908,NAV1
ENSMMUG00000038178,VWC2
ENSMMUG00000022452,JRK
ENSMMUG00000018446,FGD5
ENSMMUG00000014798,OXSM
ENSMMUG00000011514,COCH
ENSMMUG00000050472,DTD2
ENSMMUG00000010314,HERC6
ENSMMUG00000001097,GSTZ1
ENSMMUG00000019458,LY6K
ENSMMUG00000014790,NGLY1
ENSMMUG00000015703,GPR33
ENSMMUG00000017144,RTL10
ENSMMUG00000017144,GNB1L
ENSMMUG00000020762,BTD
ENSMMUG00000042112,THEM6
ENSMMUG00000003540,PPM1L
ENSMMUG00000010432,ZNF592
ENSMMUG00000002327,ROBO1
ENSMMUG00000012726,NUBPL
ENSMMUG00000022236,MTMR3
ENSMMUG00000005156,NR2C2
ENSMMUG00000012846,TCP1
ENSMMUG00000023649,DNAJC1
ENSMMUG00000023452,CRYBB1
ENSMMUG00000002435,CPED1
ENSMMUG00000015267,CSK
ENSMMUG00000020016,APOL4
ENSMMUG00000014992,RAB2B
ENSMMUG00000020067,SIPA1L1
ENSMMUG00000001099,SAMD15
ENSMMUG00000000182,RNF216
ENSMMUG00000041404,SLURP2
ENSMMUG00000041404,LYNX1
ENSMMUG00000052633,C5H4orf33
ENSMMUG00000011515,STRN3
ENSMMUG00000012979,ACIN1
ENSMMUG00000000741,DXO
ENSMMUG00000023450,TPST2
ENSMMUG00000009001,TRIM2
ENSMMUG00000009001,TMEM131L
ENSMMUG00000047872,PVRIG
ENSMMUG00000022519,HACL1
ENSMMUG00000010316,HERC5
ENSMMUG00000015004,TOX4
ENSMMUG00000042455,LRRC53
ENSMMUG00000012465,LRRIQ3
ENSMMUG00000043994,CPLX3
ENSMMUG00000043070,PILRA
ENSMMUG00000006790,USP6NL
ENSMMUG00000007371,TOP2B
ENSMMUG00000021137,TMX4
ENSMMUG00000001675,ASCC2
ENSMMUG00000022056,DENND4A
ENSMMUG00000018346,CCDC170
ENSMMUG00000004460,TDP1
ENSMMUG00000010318,PIGY
ENSMMUG00000010318,PYURF
ENSMMUG00000016346,ARHGAP5
ENSMMUG00000004116,SLC45A3
ENSMMUG00000013551,VIPAS39
ENSMMUG00000015497,ASAH1
ENSMMUG00000012837,WTAP
ENSMMUG00000011565,ARSI
ENSMMUG00000004303,KDELR3
ENSMMUG00000023446,TFIP11
ENSMMUG00000014010,RBFOX2
ENSMMUG00000019156,PARD3
ENSMMUG00000016585,DLG1
ENSMMUG00000023316,UBB
ENSMMUG00000023765,DNMBP
ENSMMUG00000009192,HAO1
ENSMMUG00000010138,HERC3
ENSMMUG00000040628,KCNJ4
ENSMMUG00000032213,CATSPER4
ENSMMUG00000007115,RALYL
ENSMMUG00000000433,SORCS1
ENSMMUG00000016390,FAM81A
ENSMMUG00000064854,ZMAT5
ENSMMUG00000023267,IDE
ENSMMUG00000050418,SOD2
ENSMMUG00000012720,ZCWPW1
ENSMMUG00000007899,GRAMD2B
ENSMMUG00000011769,PSMD1
ENSMMUG00000023149,PCDH10
ENSMMUG00000015128,AKAP6
ENSMMUG00000055835,NUCKS1
ENSMMUG00000010122,CSNK1E
ENSMMUG00000011572,PSD4
ENSMMUG00000022990,PSMC1
ENSMMUG00000032214,CNKSR1
ENSMMUG00000021904,CDC45
ENSMMUG00000005685,PUS10
ENSMMUG00000045668,ZFP57
ENSMMUG00000061754,SNRPB2
ENSMMUG00000009111,TCOF1
ENSMMUG00000002439,WNT16
ENSMMUG00000011578,PAX8
ENSMMUG00000011486,SEC11A
ENSMMUG00000018426,GCNT3
ENSMMUG00000008715,JKAMP
ENSMMUG00000006370,LRRCC1
ENSMMUG00000006811,STK10
ENSMMUG00000007003,PNPT1
ENSMMUG00000064170,BMP2
ENSMMUG00000010311,NF2
ENSMMUG00000021721,RAB1A
ENSMMUG00000002440,FAM3C
ENSMMUG00000037597,MAFK
ENSMMUG00000039935,GTF2A2
ENSMMUG00000004682,ZNF593
ENSMMUG00000015775,OGA
ENSMMUG00000013719,NCAPG2
ENSMMUG00000023415,LRMDA
ENSMMUG00000020441,ODC1
ENSMMUG00000010834,REL
ENSMMUG00000013080,TMEM184A
ENSMMUG00000005227,MPI
ENSMMUG00000021426,RAB29
ENSMMUG00000021426,SLC41A1
ENSMMUG00000014658,NIN
ENSMMUG00000013749,FERMT1
ENSMMUG00000010442,NRDE2
ENSMMUG00000001582,LAPTM4A
ENSMMUG00000058544,NAP1L5
ENSMMUG00000019048,SYNE1
ENSMMUG00000002302,STAU1
ENSMMUG00000015147,BEST1
ENSMMUG00000002967,MOG
ENSMMUG00000016874,PDIK1L
ENSMMUG00000045634,NMB
ENSMMUG00000016946,TRAPPC4
ENSMMUG00000021680,NAT2
ENSMMUG00000006102,ZNF503
ENSMMUG00000018755,CPN1
ENSMMUG00000002403,WDR73
ENSMMUG00000023443,SRRD
ENSMMUG00000054298,MPV17
ENSMMUG00000020348,BNIP2
ENSMMUG00000017019,CEP68
ENSMMUG00000008362,PCDH18
ENSMMUG00000012305,IGF1R
ENSMMUG00000011251,AKAP13
ENSMMUG00000010141,FAM13A
ENSMMUG00000009452,TRIM63
ENSMMUG00000042934,PLA2G4E
ENSMMUG00000011683,ZBTB12
ENSMMUG00000038587,PATE2
ENSMMUG00000004933,METTL6
ENSMMUG00000053354,VAMP1
ENSMMUG00000020440,HPCAL1
ENSMMUG00000009658,KIF16B
ENSMMUG00000002701,TMEM184B
ENSMMUG00000002701,PLA2G6
ENSMMUG00000013083,PSMG3
ENSMMUG00000009075,PPP6R2
ENSMMUG00000023442,HPS4
ENSMMUG00000001579,MATN3
ENSMMUG00000015148,RAB3IL1
ENSMMUG00000016890,SLC37A4
ENSMMUG00000011676,FAM219B
ENSMMUG00000061808,BLOC1S2
ENSMMUG00000011994,TAGAP
ENSMMUG00000022080,ZSCAN2
ENSMMUG00000012418,PTPRZ1
ENSMMUG00000015117,XPNPEP1
ENSMMUG00000012609,ROBO2
ENSMMUG00000012724,MEPCE
ENSMMUG00000016385,PSD3
ENSMMUG00000011966,RTN1
ENSMMUG00000018676,MRPL51
ENSMMUG00000006381,RBIS
ENSMMUG00000007367,RARB
ENSMMUG00000012328,SLC30A2
ENSMMUG00000042006,CA13
ENSMMUG00000010279,SLC1A4
ENSMMUG00000039042,PATE4
ENSMMUG00000000328,FADS3
ENSMMUG00000011773,HTR2B
ENSMMUG00000008691,VDAC2
ENSMMUG00000001820,RGS6
ENSMMUG00000018677,NCAPD2
ENSMMUG00000015847,TLR2
ENSMMUG00000000498,PAPOLG
ENSMMUG00000048333,HYLS1
ENSMMUG00000006661,SH3BP5
ENSMMUG00000001575,WDR35
ENSMMUG00000010209,PTPN20
ENSMMUG00000014383,CA1
ENSMMUG00000021708,SLC44A4
ENSMMUG00000013740,CRLS1
ENSMMUG00000013740,MCM8
ENSMMUG00000045506,MAFF
ENSMMUG00000015849,RNF175
ENSMMUG00000011659,MAD1L1
ENSMMUG00000052139,UBTD2
ENSMMUG00000021941,PCDHB15
ENSMMUG00000002057,RRM2
ENSMMUG00000011677,COX5A
ENSMMUG00000005119,HM13
ENSMMUG00000041875,PUS3
ENSMMUG00000030891,HYOU1
ENSMMUG00000011898,PCDH7
ENSMMUG00000019618,PICALM
ENSMMUG00000021943,SLC25A2
ENSMMUG00000022247,OSTM1
ENSMMUG00000010507,TRIM54
ENSMMUG00000015851,SFRP2
ENSMMUG00000023552,THOC5
ENSMMUG00000060287,CALM1
ENSMMUG00000006658,CAPN7
ENSMMUG00000014890,CA3
ENSMMUG00000007624,DDX25
ENSMMUG00000012728,PPP1R35
ENSMMUG00000023441,ASPHD2
ENSMMUG00000018679,GAPDH
ENSMMUG00000010102,SH3PXD2B
ENSMMUG00000021707,NEU1
ENSMMUG00000011775,ARMC9
ENSMMUG00000011912,GDF10
ENSMMUG00000000067,THRB
ENSMMUG00000003673,PM20D1
ENSMMUG00000002054,KLF11
ENSMMUG00000055320,GDF2
ENSMMUG00000007511,GATD1
ENSMMUG00000000327,FADS2
ENSMMUG00000056480,TEX43
ENSMMUG00000041566,TSC22D4
ENSMMUG00000010506,DNAJC5G
ENSMMUG00000018800,SCAMP5
ENSMMUG00000011909,RBP3
ENSMMUG00000018476,CHUK
ENSMMUG00000005220,SYNM
ENSMMUG00000050449,MANF
ENSMMUG00000047067,SERTAD2
ENSMMUG00000014024,DCHS2
ENSMMUG00000001535,GRHL1
ENSMMUG00000023266,KIF11
ENSMMUG00000012000,ANXA2
ENSMMUG00000018681,IFFO1
ENSMMUG00000010272,SLC30A3
ENSMMUG00000021483,GABBR1
ENSMMUG00000001050,APOL6
ENSMMUG00000019710,CEP128
ENSMMUG00000001916,IPO9
ENSMMUG00000016052,SEZ6L
ENSMMUG00000017958,HPS5
ENSMMUG00000000823,LMNB1
ENSMMUG00000029822,HSPA1L
ENSMMUG00000004280,DCAF1
ENSMMUG00000007001,PPP4R3B
ENSMMUG00000005224,TTC23
ENSMMUG00000013554,AHSA1
ENSMMUG00000006503,AFTPH
ENSMMUG00000006832,LSM2
ENSMMUG00000049227,IER5L
ENSMMUG00000057050,ATP6V0D2
ENSMMUG00000005451,NEFH
ENSMMUG00000017815,NIPAL2
ENSMMUG00000020366,SNX3
ENSMMUG00000061872,RAB7B
ENSMMUG00000000321,TTC7B
ENSMMUG00000021301,PLRG1
ENSMMUG00000008848,NEURL1B
ENSMMUG00000016268,BCL6B
ENSMMUG00000004854,LRRC9
ENSMMUG00000007628,CDON
ENSMMUG00000007513,SLC25A22
ENSMMUG00000023621,DDX27
ENSMMUG00000014360,UST
ENSMMUG00000021320,ICE2
ENSMMUG00000001530,TAF1B
ENSMMUG00000048302,AGFG2
ENSMMUG00000008690,SAMD8
ENSMMUG00000000653,STMN1
ENSMMUG00000001347,PGAP3
ENSMMUG00000011789,HHEX
ENSMMUG00000020367,AFG1L
ENSMMUG00000019074,VIP
ENSMMUG00000010869,NUP160
ENSMMUG00000001743,CEP44
ENSMMUG00000046847,SAP25
ENSMMUG00000006307,RMDN1
ENSMMUG00000008055,SMYD1
ENSMMUG00000039305,TIGD2
ENSMMUG00000021380,AP1B1
ENSMMUG00000056926,KCNS2
ENSMMUG00000018472,CWF19L1
ENSMMUG00000015449,PLA2G4F
ENSMMUG00000000129,SH2D4A
ENSMMUG00000013556,SPTLC2
ENSMMUG00000041136,KRCC1
ENSMMUG00000057606,GPRIN3
ENSMMUG00000006827,VWA7
ENSMMUG00000028952,STK3
ENSMMUG00000037806,C6H5orf63
ENSMMUG00000023623,ZNFX1
ENSMMUG00000019076,FBXO5
ENSMMUG00000012576,SNX6
ENSMMUG00000012002,RAD54L2
ENSMMUG00000012002,TEX264
ENSMMUG00000009113,CD74
ENSMMUG00000005226,LRRC28
ENSMMUG00000018683,NOP2
ENSMMUG00000007857,PAQR7
ENSMMUG00000018192,RORA
ENSMMUG00000007856,AUNIP
ENSMMUG00000014995,TAB2
ENSMMUG00000045974,SAPCD1
ENSMMUG00000000130,CSGALNACT1
ENSMMUG00000007933,RPUSD4
ENSMMUG00000005442,NT5E
ENSMMUG00000007854,MTFR1L
ENSMMUG00000020346,CPXM2
ENSMMUG00000021302,FGB
ENSMMUG00000002254,RHEX
ENSMMUG00000064711,LGALSL
ENSMMUG00000002540,DHRS7
ENSMMUG00000006965,YWHAQ
ENSMMUG00000044304,AASS
ENSMMUG00000019078,RGS17
ENSMMUG00000039560,CFL2
ENSMMUG00000014511,VPS39
ENSMMUG00000014864,VPS11
ENSMMUG00000023488,KAT6B
ENSMMUG00000009650,HIRA
ENSMMUG00000006657,FEN1
ENSMMUG00000018827,MEGF10
ENSMMUG00000002848,RPS14
ENSMMUG00000059290,ATP6V0E1
ENSMMUG00000020369,FOXO3
ENSMMUG00000012314,CDH4
ENSMMUG00000006656,TMEM258
ENSMMUG00000006308,CPNE3
ENSMMUG00000012921,ADAM17
ENSMMUG00000003524,CD8A
ENSMMUG00000023626,ALKBH1
ENSMMUG00000009256,RPIA
ENSMMUG00000023067,PPIL4
ENSMMUG00000002839,GDAP1L1
ENSMMUG00000008696,TAF4
ENSMMUG00000029256,SLIRP
ENSMMUG00000007935,FAM118B
ENSMMUG00000003523,RMND5A
ENSMMUG00000010115,CHST15
ENSMMUG00000006655,MYRF
ENSMMUG00000005586,RPS6KA5
ENSMMUG00000005909,CREBRF
ENSMMUG00000043649,MACROD2
ENSMMUG00000017730,HIKESHI
ENSMMUG00000065242,LOC115945174
ENSMMUG00000065242,LOC114677671
ENSMMUG00000065242,HIST1H3D
ENSMMUG00000005402,SNW1
ENSMMUG00000050210,GPRIN2
ENSMMUG00000015803,PRMT2
ENSMMUG00000008183,RXRA
ENSMMUG00000022072,NUDT1
ENSMMUG00000013728,TRMT6
ENSMMUG00000029871,FITM2
ENSMMUG00000060247,ATRAID
ENSMMUG00000018268,RAG2
ENSMMUG00000044472,DDAH2
ENSMMUG00000019042,WSCD2
ENSMMUG00000014866,HMBS
ENSMMUG00000052999,LRAT
ENSMMUG00000005414,NDST1
ENSMMUG00000005414,SYNPO
ENSMMUG00000009956,LRSAM1
ENSMMUG00000013079,NEIL1
ENSMMUG00000021376,GAS2L1
ENSMMUG00000010464,PPM1A
ENSMMUG00000021072,CEP162
ENSMMUG00000009861,IPCEF1
ENSMMUG00000009690,ARNTL
